timestamp,region,pm25,temperature,humidity,date,hour,pm25_zscore,temperature_zscore,humidity_zscore,pm25_rolling_avg_3,pm25_lag_1,pm25_rate_of_change
2025-01-01 20:30:00+00:00,New Delhi-8118,158.0,22.92,44.03,2025-01-01,20,0.45,-1.05,-0.49,173.67,163.0,-5.0
2025-01-01 21:30:00+00:00,New Delhi-8118,173.0,32.82,61.44,2025-01-01,21,0.52,1.21,1.03,164.67,158.0,15.0
2025-01-01 22:30:00+00:00,New Delhi-8118,173.0,34.75,39.35,2025-01-01,22,0.52,1.65,-0.9,168.0,173.0,0.0
2025-01-01 23:30:00+00:00,New Delhi-8118,176.0,33.93,34.08,2025-01-01,23,0.53,1.46,-1.37,174.0,173.0,3.0
2025-01-02 00:30:00+00:00,New Delhi-8118,174.0,21.27,55.27,2025-01-02,0,0.52,-1.43,0.49,174.33,176.0,-2.0
2025-01-02 01:30:00+00:00,New Delhi-8118,153.0,32.49,35.39,2025-01-02,1,0.43,1.13,-1.25,167.67,174.0,-21.0
2025-01-02 02:30:00+00:00,New Delhi-8118,140.0,30.07,32.13,2025-01-02,2,0.37,0.58,-1.54,155.67,153.0,-13.0
2025-01-02 03:30:00+00:00,New Delhi-8118,167.0,33.54,55.95,2025-01-02,3,0.49,1.37,0.55,153.33,140.0,27.0
2025-01-02 04:30:00+00:00,New Delhi-8118,204.0,32.23,35.86,2025-01-02,4,0.66,1.07,-1.21,170.33,167.0,37.0
2025-01-02 05:30:00+00:00,New Delhi-8118,204.0,21.89,43.39,2025-01-02,5,0.66,-1.29,-0.55,191.67,204.0,0.0
2025-01-02 06:30:00+00:00,New Delhi-8118,209.0,25.96,57.8,2025-01-02,6,0.69,-0.36,0.71,205.67,204.0,5.0
2025-01-02 07:30:00+00:00,New Delhi-8118,179.0,33.9,34.53,2025-01-02,7,0.55,1.46,-1.33,197.33,209.0,-30.0
2025-01-02 08:30:00+00:00,New Delhi-8118,190.0,28.48,47.04,2025-01-02,8,0.6,0.22,-0.23,192.67,179.0,11.0
2025-01-02 09:30:00+00:00,New Delhi-8118,213.0,32.48,47.74,2025-01-02,9,0.7,1.13,-0.17,194.0,190.0,23.0
2025-01-02 10:30:00+00:00,New Delhi-8118,217.0,24.12,59.27,2025-01-02,10,0.72,-0.78,0.84,206.67,213.0,4.0
2025-01-02 11:30:00+00:00,New Delhi-8118,191.0,26.23,58.21,2025-01-02,11,0.6,-0.3,0.75,207.0,217.0,-26.0
2025-01-02 12:30:00+00:00,New Delhi-8118,198.0,25.39,58.9,2025-01-02,12,0.63,-0.49,0.81,202.0,191.0,7.0
2025-01-02 13:30:00+00:00,New Delhi-8118,217.0,22.79,42.01,2025-01-02,13,0.72,-1.08,-0.67,202.0,198.0,19.0
2025-01-02 14:30:00+00:00,New Delhi-8118,262.0,32.44,39.9,2025-01-02,14,0.93,1.12,-0.86,225.67,217.0,45.0
2025-01-02 15:30:00+00:00,New Delhi-8118,308.0,24.38,55.02,2025-01-02,15,1.14,-0.72,0.47,262.33,262.0,46.0
2025-01-02 16:30:00+00:00,New Delhi-8118,291.0,25.58,67.17,2025-01-02,16,1.06,-0.44,1.53,287.0,308.0,-17.0
2025-01-02 17:30:00+00:00,New Delhi-8118,210.0,27.16,36.61,2025-01-02,17,0.69,-0.08,-1.14,269.67,291.0,-81.0
2025-01-02 18:30:00+00:00,New Delhi-8118,208.0,28.39,31.26,2025-01-02,18,0.68,0.2,-1.61,236.33,210.0,-2.0
2025-01-04 19:30:00+00:00,New Delhi-8118,254.0,22.45,49.97,2025-01-04,19,0.89,-1.16,0.03,224.0,208.0,46.0
2025-01-04 20:30:00+00:00,New Delhi-8118,219.0,23.92,63.19,2025-01-04,20,0.73,-0.82,1.18,227.0,254.0,-35.0
2025-01-04 21:30:00+00:00,New Delhi-8118,-999.0,22.1,62.27,2025-01-04,21,-4.86,-1.24,1.1,-175.33,219.0,-1218.0
2025-01-04 22:30:00+00:00,New Delhi-8118,-999.0,23.26,66.4,2025-01-04,22,-4.86,-0.97,1.46,-593.0,-999.0,0.0
2025-01-04 23:30:00+00:00,New Delhi-8118,-999.0,30.08,45.53,2025-01-04,23,-4.86,0.58,-0.36,-999.0,-999.0,0.0
2025-01-05 00:30:00+00:00,New Delhi-8118,-999.0,27.92,43.88,2025-01-05,0,-4.86,0.09,-0.51,-999.0,-999.0,0.0
2025-01-05 01:30:00+00:00,New Delhi-8118,-999.0,28.43,53.76,2025-01-05,1,-4.86,0.21,0.36,-999.0,-999.0,0.0
2025-01-05 02:30:00+00:00,New Delhi-8118,-999.0,29.58,31.8,2025-01-05,2,-4.86,0.47,-1.57,-999.0,-999.0,0.0
2025-01-05 03:30:00+00:00,New Delhi-8118,-999.0,20.71,35.16,2025-01-05,3,-4.86,-1.55,-1.27,-999.0,-999.0,0.0
2025-01-05 04:30:00+00:00,New Delhi-8118,-999.0,20.69,42.93,2025-01-05,4,-4.86,-1.56,-0.59,-999.0,-999.0,0.0
2025-01-05 05:30:00+00:00,New Delhi-8118,-999.0,29.99,65.63,2025-01-05,5,-4.86,0.56,1.4,-999.0,-999.0,0.0
2025-01-05 06:30:00+00:00,New Delhi-8118,-999.0,28.02,53.73,2025-01-05,6,-4.86,0.11,0.35,-999.0,-999.0,0.0
2025-01-05 07:30:00+00:00,New Delhi-8118,-999.0,20.32,62.04,2025-01-05,7,-4.86,-1.64,1.08,-999.0,-999.0,0.0
2025-01-05 08:30:00+00:00,New Delhi-8118,-999.0,28.93,55.67,2025-01-05,8,-4.86,0.32,0.52,-999.0,-999.0,0.0
2025-01-05 09:30:00+00:00,New Delhi-8118,-999.0,34.67,36.4,2025-01-05,9,-4.86,1.63,-1.16,-999.0,-999.0,0.0
2025-01-05 10:30:00+00:00,New Delhi-8118,-999.0,26.24,53.7,2025-01-05,10,-4.86,-0.29,0.35,-999.0,-999.0,0.0
2025-01-05 11:30:00+00:00,New Delhi-8118,-999.0,21.11,57.3,2025-01-05,11,-4.86,-1.46,0.67,-999.0,-999.0,0.0
2025-01-05 12:30:00+00:00,New Delhi-8118,-999.0,24.81,33.04,2025-01-05,12,-4.86,-0.62,-1.46,-999.0,-999.0,0.0
2025-01-05 13:30:00+00:00,New Delhi-8118,-999.0,25.77,51.19,2025-01-05,13,-4.86,-0.4,0.13,-999.0,-999.0,0.0
2025-01-05 14:30:00+00:00,New Delhi-8118,-999.0,34.45,68.15,2025-01-05,14,-4.86,1.58,1.62,-999.0,-999.0,0.0
2025-01-05 15:30:00+00:00,New Delhi-8118,-999.0,27.98,47.72,2025-01-05,15,-4.86,0.1,-0.17,-999.0,-999.0,0.0
2025-01-05 16:30:00+00:00,New Delhi-8118,-999.0,31.86,32.45,2025-01-05,16,-4.86,0.99,-1.51,-999.0,-999.0,0.0
2025-01-05 17:30:00+00:00,New Delhi-8118,-999.0,30.83,30.11,2025-01-05,17,-4.86,0.75,-1.71,-999.0,-999.0,0.0
2025-01-05 18:30:00+00:00,New Delhi-8118,-999.0,27.24,36.64,2025-01-05,18,-4.86,-0.06,-1.14,-999.0,-999.0,0.0
2025-01-12 19:30:00+00:00,New Delhi-8118,180.0,24.64,33.55,2025-01-12,19,0.55,-0.66,-1.41,-606.0,-999.0,1179.0
2025-01-12 20:30:00+00:00,New Delhi-8118,150.0,28.34,42.75,2025-01-12,20,0.41,0.19,-0.61,-223.0,180.0,-30.0
2025-01-12 21:30:00+00:00,New Delhi-8118,138.0,21.47,56.51,2025-01-12,21,0.36,-1.38,0.6,156.0,150.0,-12.0
2025-01-12 22:30:00+00:00,New Delhi-8118,121.0,31.23,59.87,2025-01-12,22,0.28,0.85,0.89,136.33,138.0,-17.0
2025-01-12 23:30:00+00:00,New Delhi-8118,108.0,26.32,41.51,2025-01-12,23,0.22,-0.27,-0.72,122.33,121.0,-13.0
2025-01-13 00:30:00+00:00,New Delhi-8118,98.0,30.43,46.79,2025-01-13,0,0.18,0.66,-0.25,109.0,108.0,-10.0
2025-01-13 01:30:00+00:00,New Delhi-8118,84.0,33.11,56.55,2025-01-13,1,0.11,1.27,0.6,96.67,98.0,-14.0
2025-01-13 02:30:00+00:00,New Delhi-8118,88.0,26.2,32.19,2025-01-13,2,0.13,-0.3,-1.53,90.0,84.0,4.0
2025-01-13 03:30:00+00:00,New Delhi-8118,106.0,29.17,46.47,2025-01-13,3,0.21,0.38,-0.28,92.67,88.0,18.0
2025-01-13 04:30:00+00:00,New Delhi-8118,111.0,29.1,39.26,2025-01-13,4,0.24,0.36,-0.91,101.67,106.0,5.0
2025-01-13 05:30:00+00:00,New Delhi-8118,121.0,21.54,33.52,2025-01-13,5,0.28,-1.37,-1.42,112.67,111.0,10.0
2025-01-13 06:30:00+00:00,New Delhi-8118,97.0,34.15,48.18,2025-01-13,6,0.17,1.51,-0.13,109.67,121.0,-24.0
2025-01-13 07:30:00+00:00,New Delhi-8118,110.0,28.37,42.38,2025-01-13,7,0.23,0.19,-0.64,109.33,97.0,13.0
2025-01-13 08:30:00+00:00,New Delhi-8118,104.0,23.98,44.9,2025-01-13,8,0.2,-0.81,-0.42,103.67,110.0,-6.0
2025-01-13 09:30:00+00:00,New Delhi-8118,114.0,26.99,37.52,2025-01-13,9,0.25,-0.12,-1.06,109.33,104.0,10.0
2025-01-13 10:30:00+00:00,New Delhi-8118,113.0,26.16,50.57,2025-01-13,10,0.24,-0.31,0.08,110.33,114.0,-1.0
2025-01-13 11:30:00+00:00,New Delhi-8118,117.0,34.02,41.67,2025-01-13,11,0.26,1.48,-0.7,114.67,113.0,4.0
2025-01-13 12:30:00+00:00,New Delhi-8118,117.0,21.83,34.31,2025-01-13,12,0.26,-1.3,-1.35,115.67,117.0,0.0
2025-01-13 13:30:00+00:00,New Delhi-8118,123.0,27.61,62.47,2025-01-13,13,0.29,0.02,1.12,119.0,117.0,6.0
2025-01-13 14:30:00+00:00,New Delhi-8118,142.0,22.46,50.48,2025-01-13,14,0.38,-1.16,0.07,127.33,123.0,19.0
2025-01-13 15:30:00+00:00,New Delhi-8118,127.0,28.85,67.6,2025-01-13,15,0.31,0.3,1.57,130.67,142.0,-15.0
2025-01-13 16:30:00+00:00,New Delhi-8118,151.0,24.39,67.37,2025-01-13,16,0.42,-0.72,1.55,140.0,127.0,24.0
2025-01-13 17:30:00+00:00,New Delhi-8118,187.0,22.51,31.85,2025-01-13,17,0.58,-1.14,-1.56,155.0,151.0,36.0
2025-01-13 18:30:00+00:00,New Delhi-8118,188.0,28.07,59.57,2025-01-13,18,0.59,0.12,0.87,175.33,187.0,1.0
2025-01-20 19:30:00+00:00,New Delhi-8118,167.0,26.75,44.75,2025-01-20,19,0.49,-0.18,-0.43,180.67,188.0,-21.0
2025-01-20 20:30:00+00:00,New Delhi-8118,162.0,23.4,31.89,2025-01-20,20,0.47,-0.94,-1.56,172.33,167.0,-5.0
2025-01-20 21:30:00+00:00,New Delhi-8118,157.0,31.99,60.87,2025-01-20,21,0.45,1.02,0.98,162.0,162.0,-5.0
2025-01-20 22:30:00+00:00,New Delhi-8118,150.0,28.43,47.2,2025-01-20,22,0.41,0.21,-0.22,156.33,157.0,-7.0
2025-01-20 23:30:00+00:00,New Delhi-8118,148.0,27.74,34.46,2025-01-20,23,0.41,0.05,-1.33,151.67,150.0,-2.0
2025-01-21 00:30:00+00:00,New Delhi-8118,143.0,24.85,34.82,2025-01-21,0,0.38,-0.61,-1.3,147.0,148.0,-5.0
2025-01-21 01:30:00+00:00,New Delhi-8118,140.0,32.88,31.23,2025-01-21,1,0.37,1.22,-1.62,143.67,143.0,-3.0
2025-01-21 02:30:00+00:00,New Delhi-8118,150.0,22.56,39.1,2025-01-21,2,0.41,-1.13,-0.93,144.33,140.0,10.0
2025-01-21 03:30:00+00:00,New Delhi-8118,145.0,32.65,69.95,2025-01-21,3,0.39,1.17,1.78,145.0,150.0,-5.0
2025-01-21 04:30:00+00:00,New Delhi-8118,145.0,32.93,37.93,2025-01-21,4,0.39,1.23,-1.03,146.67,145.0,0.0
2025-01-21 05:30:00+00:00,New Delhi-8118,117.0,32.14,57.91,2025-01-21,5,0.26,1.05,0.72,135.67,145.0,-28.0
2025-01-21 06:30:00+00:00,New Delhi-8118,84.0,24.17,46.12,2025-01-21,6,0.11,-0.77,-0.31,115.33,117.0,-33.0
2025-01-21 07:30:00+00:00,New Delhi-8118,142.0,25.19,31.09,2025-01-21,7,0.38,-0.53,-1.63,114.33,84.0,58.0
2025-01-21 08:30:00+00:00,New Delhi-8118,102.0,25.81,58.78,2025-01-21,8,0.19,-0.39,0.8,109.33,142.0,-40.0
2025-01-21 09:30:00+00:00,New Delhi-8118,85.0,31.63,45.29,2025-01-21,9,0.12,0.94,-0.38,109.67,102.0,-17.0
2025-01-21 10:30:00+00:00,New Delhi-8118,82.0,24.72,34.81,2025-01-21,10,0.1,-0.64,-1.3,89.67,85.0,-3.0
2025-01-21 11:30:00+00:00,New Delhi-8118,87.0,22.48,68.43,2025-01-21,11,0.13,-1.15,1.64,84.67,82.0,5.0
2025-01-21 12:30:00+00:00,New Delhi-8118,100.0,33.88,64.44,2025-01-21,12,0.19,1.45,1.29,89.67,87.0,13.0
2025-01-21 13:30:00+00:00,New Delhi-8118,124.0,22.14,56.58,2025-01-21,13,0.3,-1.23,0.6,103.67,100.0,24.0
2025-01-21 14:30:00+00:00,New Delhi-8118,161.0,32.04,41.14,2025-01-21,14,0.47,1.03,-0.75,128.33,124.0,37.0
2025-01-21 15:30:00+00:00,New Delhi-8118,176.0,24.94,53.41,2025-01-21,15,0.53,-0.59,0.33,153.67,161.0,15.0
2025-01-21 16:30:00+00:00,New Delhi-8118,170.0,26.77,38.93,2025-01-21,16,0.51,-0.17,-0.94,169.0,176.0,-6.0
2025-01-21 17:30:00+00:00,New Delhi-8118,156.0,26.5,35.52,2025-01-21,17,0.44,-0.23,-1.24,167.33,170.0,-14.0
2025-01-21 18:30:00+00:00,New Delhi-8118,160.0,34.7,39.27,2025-01-21,18,0.46,1.64,-0.91,162.0,156.0,4.0
2025-02-28 19:30:00+00:00,New Delhi-8118,46.0,27.37,67.52,2025-02-28,19,-0.06,-0.04,1.56,120.67,160.0,-114.0
2025-02-28 20:30:00+00:00,New Delhi-8118,60.0,33.39,48.72,2025-02-28,20,0.0,1.34,-0.08,88.67,46.0,14.0
2025-02-28 21:30:00+00:00,New Delhi-8118,59.0,33.78,52.72,2025-02-28,21,-0.0,1.43,0.27,55.0,60.0,-1.0
2025-02-28 22:30:00+00:00,New Delhi-8118,58.0,26.56,37.73,2025-02-28,22,-0.01,-0.22,-1.05,59.0,59.0,-1.0
2025-02-28 23:30:00+00:00,New Delhi-8118,57.0,32.18,49.38,2025-02-28,23,-0.01,1.06,-0.03,58.0,58.0,-1.0
2025-03-01 00:30:00+00:00,New Delhi-8118,43.0,31.58,49.93,2025-03-01,0,-0.08,0.93,0.02,52.67,57.0,-14.0
2025-03-01 01:30:00+00:00,New Delhi-8118,46.0,24.16,30.25,2025-03-01,1,-0.06,-0.77,-1.7,48.67,43.0,3.0
2025-03-01 02:30:00+00:00,New Delhi-8118,51.0,31.03,68.57,2025-03-01,2,-0.04,0.8,1.65,46.67,46.0,5.0
2025-03-01 03:30:00+00:00,New Delhi-8118,69.0,21.66,61.03,2025-03-01,3,0.04,-1.34,0.99,55.33,51.0,18.0
2025-03-01 04:30:00+00:00,New Delhi-8118,68.0,22.65,68.17,2025-03-01,4,0.04,-1.11,1.62,62.67,69.0,-1.0
2025-03-01 05:30:00+00:00,New Delhi-8118,56.0,32.7,33.83,2025-03-01,5,-0.02,1.18,-1.39,64.33,68.0,-12.0
2025-03-01 06:30:00+00:00,New Delhi-8118,69.0,24.16,43.32,2025-03-01,6,0.04,-0.77,-0.56,64.33,56.0,13.0
2025-03-01 07:30:00+00:00,New Delhi-8118,70.0,20.58,50.13,2025-03-01,7,0.05,-1.58,0.04,65.0,69.0,1.0
2025-03-01 08:30:00+00:00,New Delhi-8118,67.0,32.03,55.15,2025-03-01,8,0.03,1.03,0.48,68.67,70.0,-3.0
2025-03-01 09:30:00+00:00,New Delhi-8118,62.0,24.82,51.15,2025-03-01,9,0.01,-0.62,0.13,66.33,67.0,-5.0
2025-03-01 10:30:00+00:00,New Delhi-8118,57.0,34.82,39.28,2025-03-01,10,-0.01,1.66,-0.91,62.0,62.0,-5.0
2025-03-01 11:30:00+00:00,New Delhi-8118,61.0,24.92,41.81,2025-03-01,11,0.01,-0.59,-0.69,60.0,57.0,4.0
2025-03-01 12:30:00+00:00,New Delhi-8118,42.0,32.69,41.33,2025-03-01,12,-0.08,1.18,-0.73,53.33,61.0,-19.0
2025-03-01 13:30:00+00:00,New Delhi-8118,44.0,32.65,38.83,2025-03-01,13,-0.07,1.17,-0.95,49.0,42.0,2.0
2025-03-01 14:30:00+00:00,New Delhi-8118,44.0,22.5,38.56,2025-03-01,14,-0.07,-1.15,-0.97,43.33,44.0,0.0
2025-03-01 15:30:00+00:00,New Delhi-8118,54.0,31.94,42.15,2025-03-01,15,-0.03,1.01,-0.66,47.33,44.0,10.0
2025-03-01 16:30:00+00:00,New Delhi-8118,62.0,30.5,47.77,2025-03-01,16,0.01,0.68,-0.17,53.33,54.0,8.0
2025-03-01 17:30:00+00:00,New Delhi-8118,74.0,29.45,34.54,2025-03-01,17,0.07,0.44,-1.33,63.33,62.0,12.0
2025-03-01 18:30:00+00:00,New Delhi-8118,75.0,30.9,53.75,2025-03-01,18,0.07,0.77,0.36,70.33,74.0,1.0
2025-03-01 19:30:00+00:00,New Delhi-8118,77.0,23.19,40.49,2025-03-01,19,0.08,-0.99,-0.8,75.33,75.0,2.0
2025-03-01 20:30:00+00:00,New Delhi-8118,72.0,29.94,35.48,2025-03-01,20,0.06,0.55,-1.24,74.67,77.0,-5.0
2025-03-01 21:30:00+00:00,New Delhi-8118,71.0,32.19,37.44,2025-03-01,21,0.05,1.06,-1.07,73.33,72.0,-1.0
2025-03-01 22:30:00+00:00,New Delhi-8118,60.0,33.28,36.23,2025-03-01,22,0.0,1.31,-1.18,67.67,71.0,-11.0
2025-03-01 23:30:00+00:00,New Delhi-8118,55.0,29.23,66.44,2025-03-01,23,-0.02,0.39,1.47,62.0,60.0,-5.0
2025-03-02 00:30:00+00:00,New Delhi-8118,53.0,26.66,43.94,2025-03-02,0,-0.03,-0.2,-0.5,56.0,55.0,-2.0
2025-03-02 01:30:00+00:00,New Delhi-8118,50.0,31.45,32.91,2025-03-02,1,-0.04,0.9,-1.47,52.67,53.0,-3.0
2025-03-02 02:30:00+00:00,New Delhi-8118,45.0,29.99,51.88,2025-03-02,2,-0.07,0.56,0.19,49.33,50.0,-5.0
2025-03-02 03:30:00+00:00,New Delhi-8118,57.0,28.61,49.77,2025-03-02,3,-0.01,0.25,0.01,50.67,45.0,12.0
2025-03-02 04:30:00+00:00,New Delhi-8118,61.0,25.99,39.87,2025-03-02,4,0.01,-0.35,-0.86,54.33,57.0,4.0
2025-03-02 05:30:00+00:00,New Delhi-8118,56.0,22.14,34.91,2025-03-02,5,-0.02,-1.23,-1.29,58.0,61.0,-5.0
2025-03-02 06:30:00+00:00,New Delhi-8118,36.0,26.57,47.81,2025-03-02,6,-0.11,-0.22,-0.16,51.0,56.0,-20.0
2025-03-02 07:30:00+00:00,New Delhi-8118,20.0,31.91,43.25,2025-03-02,7,-0.18,1.0,-0.56,37.33,36.0,-16.0
2025-03-02 08:30:00+00:00,New Delhi-8118,16.0,26.92,57.18,2025-03-02,8,-0.2,-0.14,0.66,24.0,20.0,-4.0
2025-03-02 09:30:00+00:00,New Delhi-8118,12.0,29.58,31.02,2025-03-02,9,-0.22,0.47,-1.63,16.0,16.0,-4.0
2025-03-02 10:30:00+00:00,New Delhi-8118,18.0,25.68,49.74,2025-03-02,10,-0.19,-0.42,0.01,15.33,12.0,6.0
2025-03-02 11:30:00+00:00,New Delhi-8118,20.0,26.21,31.73,2025-03-02,11,-0.18,-0.3,-1.57,16.67,18.0,2.0
2025-03-02 12:30:00+00:00,New Delhi-8118,19.0,23.55,54.26,2025-03-02,12,-0.19,-0.91,0.4,19.0,20.0,-1.0
2025-03-02 13:30:00+00:00,New Delhi-8118,27.0,21.2,57.66,2025-03-02,13,-0.15,-1.44,0.7,22.0,19.0,8.0
2025-03-02 14:30:00+00:00,New Delhi-8118,31.0,23.03,30.15,2025-03-02,14,-0.13,-1.03,-1.71,25.67,27.0,4.0
2025-03-02 15:30:00+00:00,New Delhi-8118,39.0,28.89,37.18,2025-03-02,15,-0.09,0.31,-1.09,32.33,31.0,8.0
2025-03-02 16:30:00+00:00,New Delhi-8118,49.0,34.29,56.1,2025-03-02,16,-0.05,1.54,0.56,39.67,39.0,10.0
2025-03-02 17:30:00+00:00,New Delhi-8118,61.0,28.36,56.38,2025-03-02,17,0.01,0.19,0.59,49.67,49.0,12.0
2025-03-02 18:30:00+00:00,New Delhi-8118,64.0,31.86,55.79,2025-03-02,18,0.02,0.99,0.54,58.0,61.0,3.0
2025-03-02 19:30:00+00:00,New Delhi-8118,84.0,25.14,35.7,2025-03-02,19,0.11,-0.54,-1.22,69.67,64.0,20.0
2025-03-02 20:30:00+00:00,New Delhi-8118,68.0,25.12,37.92,2025-03-02,20,0.04,-0.55,-1.03,72.0,84.0,-16.0
2025-03-02 21:30:00+00:00,New Delhi-8118,69.0,26.31,40.76,2025-03-02,21,0.04,-0.28,-0.78,73.67,68.0,1.0
2025-03-02 22:30:00+00:00,New Delhi-8118,67.0,30.13,61.22,2025-03-02,22,0.03,0.59,1.01,68.0,69.0,-2.0
2025-03-02 23:30:00+00:00,New Delhi-8118,60.0,30.79,48.55,2025-03-02,23,0.0,0.75,-0.1,65.33,67.0,-7.0
2025-03-03 00:30:00+00:00,New Delhi-8118,49.0,33.31,34.54,2025-03-03,0,-0.05,1.32,-1.33,58.67,60.0,-11.0
2025-03-03 01:30:00+00:00,New Delhi-8118,55.0,23.81,35.91,2025-03-03,1,-0.02,-0.85,-1.21,54.67,49.0,6.0
2025-03-03 02:30:00+00:00,New Delhi-8118,65.0,24.34,53.34,2025-03-03,2,0.02,-0.73,0.32,56.33,55.0,10.0
2025-03-03 03:30:00+00:00,New Delhi-8118,109.0,20.27,63.05,2025-03-03,3,0.23,-1.66,1.17,76.33,65.0,44.0
2025-03-03 04:30:00+00:00,New Delhi-8118,104.0,25.02,30.26,2025-03-03,4,0.2,-0.57,-1.7,92.67,109.0,-5.0
2025-03-03 05:30:00+00:00,New Delhi-8118,55.0,30.96,60.11,2025-03-03,5,-0.02,0.78,0.91,89.33,104.0,-49.0
2025-03-03 06:30:00+00:00,New Delhi-8118,52.0,25.99,38.82,2025-03-03,6,-0.03,-0.35,-0.95,70.33,55.0,-3.0
2025-03-03 07:30:00+00:00,New Delhi-8118,44.0,28.57,62.4,2025-03-03,7,-0.07,0.24,1.11,50.33,52.0,-8.0
2025-03-03 08:30:00+00:00,New Delhi-8118,40.0,31.24,63.5,2025-03-03,8,-0.09,0.85,1.21,45.33,44.0,-4.0
2025-03-03 09:30:00+00:00,New Delhi-8118,54.0,23.34,31.81,2025-03-03,9,-0.03,-0.95,-1.57,46.0,40.0,14.0
2025-03-03 10:30:00+00:00,New Delhi-8118,41.0,23.72,58.05,2025-03-03,10,-0.09,-0.87,0.73,45.0,54.0,-13.0
2025-03-03 11:30:00+00:00,New Delhi-8118,37.0,20.29,47.37,2025-03-03,11,-0.1,-1.65,-0.2,44.0,41.0,-4.0
2025-03-03 12:30:00+00:00,New Delhi-8118,33.0,30.05,40.8,2025-03-03,12,-0.12,0.58,-0.78,37.0,37.0,-4.0
2025-03-03 13:30:00+00:00,New Delhi-8118,48.0,34.54,65.23,2025-03-03,13,-0.05,1.6,1.36,39.33,33.0,15.0
2025-03-03 14:30:00+00:00,New Delhi-8118,50.0,27.18,40.29,2025-03-03,14,-0.04,-0.08,-0.82,43.67,48.0,2.0
2025-03-03 15:30:00+00:00,New Delhi-8118,58.0,23.64,69.69,2025-03-03,15,-0.01,-0.89,1.75,52.0,50.0,8.0
