date,hour,region,avg_pm25,avg_temp,avg_humidity
2025-01-08,15,US Diplomatic Post: New Delhi-8118,195.0,27.5,62.35
2025-01-08,16,US Diplomatic Post: New Delhi-8118,245.0,29.86,69.63
2025-01-08,17,US Diplomatic Post: New Delhi-8118,270.0,34.07,41.83
2025-01-08,18,US Diplomatic Post: New Delhi-8118,260.0,25.59,45.08
2025-01-08,19,US Diplomatic Post: New Delhi-8118,265.0,26.78,55.93
2025-01-08,20,US Diplomatic Post: New Delhi-8118,234.0,23.61,52.17
2025-01-08,21,US Diplomatic Post: New Delhi-8118,200.0,30.55,67.47
2025-01-08,22,US Diplomatic Post: New Delhi-8118,191.0,31.25,37.9
2025-01-08,23,US Diplomatic Post: New Delhi-8118,176.0,27.19,69.07
2025-01-09,0,US Diplomatic Post: New Delhi-8118,176.0,26.11,36.03
2025-01-09,1,US Diplomatic Post: New Delhi-8118,160.0,31.03,55.99
2025-01-09,2,US Diplomatic Post: New Delhi-8118,160.0,20.47,64.9
2025-01-09,3,US Diplomatic Post: New Delhi-8118,192.0,27.03,64.19
2025-01-09,4,US Diplomatic Post: New Delhi-8118,183.0,21.76,63.12
2025-01-09,5,US Diplomatic Post: New Delhi-8118,161.0,32.53,31.21
2025-01-09,6,US Diplomatic Post: New Delhi-8118,180.0,30.52,59.12
2025-01-09,7,US Diplomatic Post: New Delhi-8118,173.0,29.82,47.5
2025-01-09,8,US Diplomatic Post: New Delhi-8118,427.0,25.36,57.21
2025-01-09,9,US Diplomatic Post: New Delhi-8118,369.0,33.14,62.31
2025-01-09,10,US Diplomatic Post: New Delhi-8118,323.0,30.0,59.64
2025-01-09,11,US Diplomatic Post: New Delhi-8118,314.0,30.36,48.21
2025-01-09,12,US Diplomatic Post: New Delhi-8118,305.0,34.13,57.69
2025-01-09,13,US Diplomatic Post: New Delhi-8118,374.0,34.04,37.7
2025-01-09,14,US Diplomatic Post: New Delhi-8118,371.0,20.01,39.71
2025-01-09,15,US Diplomatic Post: New Delhi-8118,341.0,20.1,42.14
2025-01-09,16,US Diplomatic Post: New Delhi-8118,338.0,26.38,52.69
2025-01-09,17,US Diplomatic Post: New Delhi-8118,339.0,24.12,37.9
2025-01-09,18,US Diplomatic Post: New Delhi-8118,347.0,28.07,30.97
2025-01-09,19,US Diplomatic Post: New Delhi-8118,351.0,27.74,40.23
2025-01-09,20,US Diplomatic Post: New Delhi-8118,359.0,33.24,33.99
2025-01-09,21,US Diplomatic Post: New Delhi-8118,373.0,33.17,38.06
2025-01-09,22,US Diplomatic Post: New Delhi-8118,359.0,29.75,60.07
2025-01-09,23,US Diplomatic Post: New Delhi-8118,349.0,24.42,58.35
2025-01-10,0,US Diplomatic Post: New Delhi-8118,289.0,20.66,65.35
2025-01-10,1,US Diplomatic Post: New Delhi-8118,157.0,21.62,68.58
2025-01-10,2,US Diplomatic Post: New Delhi-8118,183.0,23.91,56.47
2025-01-10,3,US Diplomatic Post: New Delhi-8118,198.0,26.81,62.81
2025-01-10,4,US Diplomatic Post: New Delhi-8118,207.0,20.35,41.47
2025-01-10,5,US Diplomatic Post: New Delhi-8118,248.0,23.29,54.99
2025-01-10,6,US Diplomatic Post: New Delhi-8118,220.0,20.29,61.45
2025-01-10,7,US Diplomatic Post: New Delhi-8118,222.0,30.2,53.98
2025-01-10,8,US Diplomatic Post: New Delhi-8118,207.0,26.22,42.27
2025-01-10,9,US Diplomatic Post: New Delhi-8118,209.0,25.41,49.59
2025-01-10,10,US Diplomatic Post: New Delhi-8118,199.0,20.51,56.48
2025-01-10,11,US Diplomatic Post: New Delhi-8118,203.0,25.31,60.96
2025-01-10,12,US Diplomatic Post: New Delhi-8118,196.0,25.11,44.29
2025-01-10,13,US Diplomatic Post: New Delhi-8118,217.0,20.82,53.69
2025-01-10,14,US Diplomatic Post: New Delhi-8118,-999.0,31.14,40.24
2025-01-10,15,US Diplomatic Post: New Delhi-8118,283.0,22.4,61.13
2025-01-10,16,US Diplomatic Post: New Delhi-8118,273.0,26.38,44.26
2025-01-10,17,US Diplomatic Post: New Delhi-8118,290.0,26.35,42.56
2025-01-10,18,US Diplomatic Post: New Delhi-8118,281.0,27.24,34.05
2025-01-10,19,US Diplomatic Post: New Delhi-8118,243.0,29.88,59.64
2025-01-10,20,US Diplomatic Post: New Delhi-8118,188.0,31.2,69.44
2025-01-10,21,US Diplomatic Post: New Delhi-8118,160.0,20.51,50.92
2025-01-10,22,US Diplomatic Post: New Delhi-8118,146.0,32.52,46.77
2025-01-10,23,US Diplomatic Post: New Delhi-8118,146.0,21.82,55.98
2025-01-11,0,US Diplomatic Post: New Delhi-8118,138.0,24.24,69.39
2025-01-11,1,US Diplomatic Post: New Delhi-8118,128.0,32.73,47.26
2025-01-11,2,US Diplomatic Post: New Delhi-8118,147.0,21.29,44.25
2025-01-11,3,US Diplomatic Post: New Delhi-8118,143.0,28.65,38.67
2025-01-11,4,US Diplomatic Post: New Delhi-8118,157.0,29.28,62.29
2025-01-11,5,US Diplomatic Post: New Delhi-8118,183.0,27.15,38.95
2025-01-11,6,US Diplomatic Post: New Delhi-8118,174.0,26.05,41.98
2025-01-11,7,US Diplomatic Post: New Delhi-8118,187.0,33.16,33.49
2025-01-11,8,US Diplomatic Post: New Delhi-8118,182.0,31.53,49.77
2025-01-11,9,US Diplomatic Post: New Delhi-8118,192.0,26.9,32.38
2025-01-11,10,US Diplomatic Post: New Delhi-8118,174.0,31.32,69.84
2025-01-11,11,US Diplomatic Post: New Delhi-8118,201.0,34.91,45.04
2025-01-11,12,US Diplomatic Post: New Delhi-8118,226.0,31.23,47.52
2025-01-11,13,US Diplomatic Post: New Delhi-8118,164.0,21.22,37.27
2025-01-11,14,US Diplomatic Post: New Delhi-8118,134.0,26.44,55.02
2025-01-11,15,US Diplomatic Post: New Delhi-8118,135.0,25.65,62.35
2025-01-11,16,US Diplomatic Post: New Delhi-8118,127.0,30.73,58.65
2025-01-11,17,US Diplomatic Post: New Delhi-8118,126.0,27.64,56.52
2025-01-11,18,US Diplomatic Post: New Delhi-8118,132.0,27.58,32.07
2025-01-11,19,US Diplomatic Post: New Delhi-8118,134.0,21.08,59.2
2025-01-11,20,US Diplomatic Post: New Delhi-8118,129.0,32.13,54.75
2025-01-11,21,US Diplomatic Post: New Delhi-8118,149.0,32.71,69.57
2025-01-11,22,US Diplomatic Post: New Delhi-8118,157.0,34.3,67.84
2025-01-11,23,US Diplomatic Post: New Delhi-8118,159.0,30.03,47.67
2025-01-12,0,US Diplomatic Post: New Delhi-8118,173.0,27.9,62.84
2025-01-12,1,US Diplomatic Post: New Delhi-8118,152.0,21.98,48.19
2025-01-12,2,US Diplomatic Post: New Delhi-8118,127.0,20.95,69.01
2025-01-12,3,US Diplomatic Post: New Delhi-8118,129.0,27.12,67.45
2025-01-12,4,US Diplomatic Post: New Delhi-8118,137.0,28.33,53.81
2025-01-12,5,US Diplomatic Post: New Delhi-8118,151.0,26.73,41.74
2025-01-12,6,US Diplomatic Post: New Delhi-8118,174.0,20.7,54.23
2025-01-12,7,US Diplomatic Post: New Delhi-8118,158.0,22.15,68.94
2025-01-12,8,US Diplomatic Post: New Delhi-8118,144.0,30.46,42.36
2025-01-12,9,US Diplomatic Post: New Delhi-8118,146.0,32.54,34.14
2025-01-12,10,US Diplomatic Post: New Delhi-8118,150.0,31.26,60.49
2025-01-12,11,US Diplomatic Post: New Delhi-8118,149.0,29.45,61.7
2025-01-12,12,US Diplomatic Post: New Delhi-8118,138.0,23.19,46.2
2025-01-12,13,US Diplomatic Post: New Delhi-8118,145.0,29.49,65.8
2025-01-12,14,US Diplomatic Post: New Delhi-8118,153.0,20.36,52.42
2025-01-12,15,US Diplomatic Post: New Delhi-8118,156.0,26.76,64.55
2025-01-12,16,US Diplomatic Post: New Delhi-8118,217.0,26.24,49.26
2025-01-12,17,US Diplomatic Post: New Delhi-8118,203.0,29.34,54.45
2025-01-12,18,US Diplomatic Post: New Delhi-8118,199.0,28.19,66.13
2025-01-12,19,New Delhi-8118,180.0,24.64,33.55
2025-01-12,20,New Delhi-8118,150.0,28.34,42.75
2025-01-12,21,New Delhi-8118,138.0,21.47,56.51
2025-01-12,22,New Delhi-8118,121.0,31.23,59.87
2025-01-12,23,New Delhi-8118,108.0,26.32,41.51
2025-01-13,0,New Delhi-8118,98.0,30.43,46.79
2025-01-13,1,New Delhi-8118,84.0,33.11,56.55
2025-01-13,2,New Delhi-8118,88.0,26.2,32.19
2025-01-13,3,New Delhi-8118,106.0,29.17,46.47
2025-01-13,4,New Delhi-8118,111.0,29.1,39.26
2025-01-13,5,New Delhi-8118,121.0,21.54,33.52
2025-01-13,6,New Delhi-8118,97.0,34.15,48.18
2025-01-13,7,New Delhi-8118,110.0,28.37,42.38
2025-01-13,8,New Delhi-8118,104.0,23.98,44.9
2025-01-13,9,New Delhi-8118,114.0,26.99,37.52
2025-01-13,10,New Delhi-8118,113.0,26.16,50.57
2025-01-13,11,New Delhi-8118,117.0,34.02,41.67
2025-01-13,12,New Delhi-8118,117.0,21.83,34.31
2025-01-13,13,New Delhi-8118,123.0,27.61,62.47
2025-01-13,14,New Delhi-8118,142.0,22.46,50.48
2025-01-13,15,New Delhi-8118,127.0,28.85,67.6
2025-01-13,16,New Delhi-8118,151.0,24.39,67.37
2025-01-13,17,New Delhi-8118,187.0,22.51,31.85
2025-01-13,18,New Delhi-8118,188.0,28.07,59.57
2025-01-13,19,US Diplomatic Post: New Delhi-8118,135.0,27.58,60.38
2025-01-13,20,US Diplomatic Post: New Delhi-8118,107.0,30.78,39.01
2025-01-13,21,US Diplomatic Post: New Delhi-8118,122.0,28.06,63.1
2025-01-13,22,US Diplomatic Post: New Delhi-8118,121.0,24.54,50.71
2025-01-13,23,US Diplomatic Post: New Delhi-8118,122.0,28.18,41.94
2025-01-14,0,US Diplomatic Post: New Delhi-8118,131.0,24.22,37.73
2025-01-14,1,US Diplomatic Post: New Delhi-8118,124.0,25.82,62.92
2025-01-14,2,US Diplomatic Post: New Delhi-8118,136.0,33.84,61.73
2025-01-14,3,US Diplomatic Post: New Delhi-8118,134.0,33.46,30.28
2025-01-14,4,US Diplomatic Post: New Delhi-8118,139.0,27.72,43.88
2025-01-14,5,US Diplomatic Post: New Delhi-8118,151.0,30.82,33.67
2025-01-14,6,US Diplomatic Post: New Delhi-8118,166.0,34.52,58.1
2025-01-14,7,US Diplomatic Post: New Delhi-8118,144.0,27.46,32.95
2025-01-14,8,US Diplomatic Post: New Delhi-8118,140.0,26.46,53.19
2025-01-14,9,US Diplomatic Post: New Delhi-8118,148.0,23.13,30.6
2025-01-14,10,US Diplomatic Post: New Delhi-8118,140.0,32.57,35.27
2025-01-14,11,US Diplomatic Post: New Delhi-8118,134.0,26.95,38.08
2025-01-14,12,US Diplomatic Post: New Delhi-8118,150.0,20.65,45.62
2025-01-14,13,US Diplomatic Post: New Delhi-8118,165.0,32.39,68.26
2025-01-14,14,US Diplomatic Post: New Delhi-8118,216.0,32.1,44.4
2025-01-14,15,US Diplomatic Post: New Delhi-8118,248.0,32.55,54.23
2025-01-14,16,US Diplomatic Post: New Delhi-8118,219.0,29.75,54.4
2025-01-14,17,US Diplomatic Post: New Delhi-8118,239.0,31.43,38.77
2025-01-14,18,US Diplomatic Post: New Delhi-8118,280.0,32.42,41.8
2025-01-14,19,US Diplomatic Post: New Delhi-8118,299.0,26.01,39.65
2025-01-14,20,US Diplomatic Post: New Delhi-8118,301.0,28.84,32.47
2025-01-14,21,US Diplomatic Post: New Delhi-8118,381.0,32.5,32.19
2025-01-14,22,US Diplomatic Post: New Delhi-8118,362.0,21.48,49.41
2025-01-14,23,US Diplomatic Post: New Delhi-8118,332.0,29.83,68.14
2025-01-15,0,US Diplomatic Post: New Delhi-8118,306.0,28.63,51.73
2025-01-15,1,US Diplomatic Post: New Delhi-8118,292.0,26.42,49.47
2025-01-15,2,US Diplomatic Post: New Delhi-8118,291.0,32.87,54.68
2025-01-15,3,US Diplomatic Post: New Delhi-8118,320.0,31.93,56.36
2025-01-15,4,US Diplomatic Post: New Delhi-8118,267.0,27.5,49.74
2025-01-15,5,US Diplomatic Post: New Delhi-8118,301.0,33.86,55.27
2025-01-15,6,US Diplomatic Post: New Delhi-8118,321.0,27.16,44.24
2025-01-15,7,US Diplomatic Post: New Delhi-8118,318.0,23.19,54.99
2025-01-15,8,US Diplomatic Post: New Delhi-8118,279.0,31.2,62.87
2025-01-15,9,US Diplomatic Post: New Delhi-8118,233.0,21.66,45.65
2025-01-15,10,US Diplomatic Post: New Delhi-8118,202.0,33.07,30.22
2025-01-15,11,US Diplomatic Post: New Delhi-8118,187.0,32.73,58.99
2025-01-15,12,US Diplomatic Post: New Delhi-8118,188.0,30.02,37.75
2025-01-15,13,US Diplomatic Post: New Delhi-8118,201.0,20.69,63.0
2025-01-15,14,US Diplomatic Post: New Delhi-8118,192.0,32.89,40.66
2025-01-15,15,US Diplomatic Post: New Delhi-8118,207.0,23.43,49.93
2025-01-15,16,US Diplomatic Post: New Delhi-8118,215.0,25.0,49.85
2025-01-15,17,US Diplomatic Post: New Delhi-8118,185.0,22.0,39.55
2025-01-15,18,US Diplomatic Post: New Delhi-8118,156.0,31.97,66.99
2025-01-15,19,US Diplomatic Post: New Delhi-8118,158.0,26.4,36.66
2025-01-15,20,US Diplomatic Post: New Delhi-8118,151.0,25.43,60.93
2025-01-15,21,US Diplomatic Post: New Delhi-8118,145.0,27.41,39.41
2025-01-15,22,US Diplomatic Post: New Delhi-8118,154.0,21.56,69.44
2025-01-15,23,US Diplomatic Post: New Delhi-8118,-999.0,22.46,49.3
2025-01-16,0,US Diplomatic Post: New Delhi-8118,136.0,31.88,43.4
2025-01-16,1,US Diplomatic Post: New Delhi-8118,125.0,22.17,38.21
2025-01-16,2,US Diplomatic Post: New Delhi-8118,110.0,31.24,46.27
2025-01-16,3,US Diplomatic Post: New Delhi-8118,115.0,21.12,56.78
2025-01-16,4,US Diplomatic Post: New Delhi-8118,147.0,33.43,50.32
